Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[87]     0.0    0.00    0.00   11848         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [87]
-----------------------------------------------
                0.00    0.00   10449/10449       core_class::train_core() [17]
[88]     0.0    0.00    0.00   10449         simplex_solver_data_preparation_class::~simplex_solver_data_preparation_class() [88]
                0.00    0.00   29808/51911       std::vector<converted_data_pack, std::allocator<converted_data_pack> >::~vector() [78]
                0.00    0.00   20296/59539       converted_data_pack::~converted_data_pack() [77]
-----------------------------------------------
                0.00    0.00    7367/7367        core_class::train_core() [17]
[89]     0.0    0.00    0.00    7367         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [89]
-----------------------------------------------
                0.00    0.00    7054/7054        simplex_solver_data_preparation_class::lp_solver() [1]
[90]     0.0    0.00    0.00    7054         path_struct::~path_struct() [90]
-----------------------------------------------
                0.00    0.00    6877/6877        modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[91]     0.0    0.00    0.00    6877         modified_simplex_solver::make_solution_feasible::conflicting_data_finder(modified_simplex_solver::simplex_table*) [91]
                0.00    0.00   10300/34734       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [80]
-----------------------------------------------
                0.00    0.00       2/6656        filter(nn_core_data_package_class&, datapack_structure_defination, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [54]
                0.00    0.00    6654/6656        segment_class::split_attributes_for_each_core() [21]
[92]     0.0    0.00    0.00    6656         void std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::_M_realloc_insert<nn_core_filtered_data const&>(__gnu_cxx::__normal_iterator<nn_core_filtered_data*, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > >, nn_core_filtered_data const&) [92]
-----------------------------------------------
                0.00    0.00    4730/4730        simplex_solver_data_preparation_class::lp_solver() [1]
[93]     0.0    0.00    0.00    4730         void std::vector<path_struct, std::allocator<path_struct> >::_M_realloc_insert<path_struct const&>(__gnu_cxx::__normal_iterator<path_struct*, std::vector<path_struct, std::allocator<path_struct> > >, path_struct const&) [93]
-----------------------------------------------
                0.00    0.00     411/4440        core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    4029/4440        core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
[94]     0.0    0.00    0.00    4440         std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_erase(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >) [94]
                0.00    0.00    4234/59539       converted_data_pack::~converted_data_pack() [77]
-----------------------------------------------
                0.00    0.00       3/3669        core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
                0.00    0.00    3666/3669        core_class::train_core() [17]
[95]     0.0    0.00    0.00    3669         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [95]
-----------------------------------------------
                0.00    0.00     671/3621        void std::__insertion_sort<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [117]
                0.00    0.00    2950/3621        genetic_algorithm::start_genetic_algorithm(int) [16]
[96]     0.0    0.00    0.00    3621         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)>) [96]
                0.00    0.00   10726/27961       genetic_algorithm::comparator(chromosome, chromosome) [81]
-----------------------------------------------
                0.00    0.00    2500/2500        genetic_algorithm::tournament_selection(std::vector<chromosome, std::allocator<chromosome> >) [25]
[97]     0.0    0.00    0.00    2500         std::vector<chromosome, std::allocator<chromosome> >::_M_erase(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >) [97]
-----------------------------------------------
                0.00    0.00    2400/2400        genetic_algorithm::crossover(std::vector<chromosome, std::allocator<chromosome> >&) [40]
[98]     0.0    0.00    0.00    2400         genetic_algorithm::chromosome_data_transfer(int, bool, chromosome&, chromosome&) [98]
-----------------------------------------------
                0.00    0.00    2348/2348        segment_class::create_cores() [110]
[99]     0.0    0.00    0.00    2348         core_class::core_class(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, datapack_structure_defination&) [99]
                0.00    0.00    2354/83298       std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&) [75]
-----------------------------------------------
                0.00    0.00     805/2308        void std::vector<segment_class, std::allocator<segment_class> >::_M_realloc_insert<segment_class const&>(__gnu_cxx::__normal_iterator<segment_class*, std::vector<segment_class, std::allocator<segment_class> > >, segment_class const&) [111]
                0.00    0.00    1503/2308        genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
[100]    0.0    0.00    0.00    2308         segment_class::segment_class(segment_class const&) [100]
                0.00    0.00    9245/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00    2305/2305        segment_class::create_cores() [110]
[101]    0.0    0.00    0.00    2305         void std::vector<core_class*, std::allocator<core_class*> >::_M_realloc_insert<core_class* const&>(__gnu_cxx::__normal_iterator<core_class**, std::vector<core_class*, std::allocator<core_class*> > >, core_class* const&) [101]
-----------------------------------------------
                0.00    0.00    2293/2293        segment_class::create_cores() [110]
[102]    0.0    0.00    0.00    2293         core_class::set_critical_variable(chromosome) [102]
-----------------------------------------------
                0.00    0.00    2217/2217        segment_class::train() [8]
[103]    0.0    0.00    0.00    2217         core_class::load_training_data_into_core(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&, int&) [103]
-----------------------------------------------
                0.00    0.00    2137/2137        segment_class::train() [8]
[104]    0.0    0.00    0.00    2137         core_class::network_structure_modifier() [104]
                0.00    0.00    4380/153981      std::vector<neuron, std::allocator<neuron> >::_M_default_append(unsigned long) [71]
-----------------------------------------------
                0.00    0.00       1/1970        start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00       1/1970        segment_class::save_segment() [136]
                0.00    0.00     899/1970        segment_class::train() [8]
                0.00    0.00    1069/1970        genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
[105]    0.0    0.00    0.00    1970         segment_class::clear() [105]
-----------------------------------------------
                0.00    0.00       1/1200        start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00    1199/1200        genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
[106]    0.0    0.00    0.00    1200         segment_class::add_f_data(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [106]
-----------------------------------------------
                0.00    0.00       1/1196        start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00    1195/1196        genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
[107]    0.0    0.00    0.00    1196         std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::operator=(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > const&) [107]
-----------------------------------------------
                0.00    0.00       1/1177        start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00    1176/1177        genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
